lesmis.gml	1	5.00000000000000027756e-02	5	1	74916118
lesmis.gml	1	5.00000000000000027756e-02	5	1	74795557
lesmis.gml	2	5.00000000000000027756e-02	5	1	44579788
lesmis.gml	2	5.00000000000000027756e-02	5	1	43133804
lesmis.gml	3	5.00000000000000027756e-02	5	1	35445416
lesmis.gml	3	5.00000000000000027756e-02	5	1	34866282
lesmis.gml	4	5.00000000000000027756e-02	5	1	32425275
lesmis.gml	4	5.00000000000000027756e-02	5	1	33372677
lesmis.gml	5	5.00000000000000027756e-02	5	1	32808373
lesmis.gml	5	5.00000000000000027756e-02	5	1	32725544
lesmis.gml	6	5.00000000000000027756e-02	5	1	34166556
lesmis.gml	6	5.00000000000000027756e-02	5	1	33172927
lesmis.gml	7	5.00000000000000027756e-02	5	1	34002017
lesmis.gml	7	5.00000000000000027756e-02	5	1	32566575
lesmis.gml	8	5.00000000000000027756e-02	5	1	32761628
lesmis.gml	8	5.00000000000000027756e-02	5	1	33834765
