lesmis.gml	2	5.00000000000000027756e-02	5	1	42971992
lesmis.gml	2	5.00000000000000027756e-02	5	1	41156856
lesmis.gml	3	5.00000000000000027756e-02	5	1	33080861
lesmis.gml	3	5.00000000000000027756e-02	5	1	33796740
lesmis.gml	4	5.00000000000000027756e-02	5	1	31095340
lesmis.gml	4	5.00000000000000027756e-02	5	1	31302024
lesmis.gml	7	5.00000000000000027756e-02	5	1	31339670
lesmis.gml	7	5.00000000000000027756e-02	5	1	32148021
lesmis.gml	8	5.00000000000000027756e-02	5	1	31619364
lesmis.gml	8	5.00000000000000027756e-02	5	1	31044025
lesmis.gml	1	5.00000000000000027756e-02	5	0	66364056
lesmis.gml	1	5.00000000000000027756e-02	5	0	66682570
