adjnoun.gml	1	5.00000000000000027756e-02	5	0	728648414
adjnoun.gml	1	5.00000000000000027756e-02	5	0	726146074
adjnoun.gml	1	5.00000000000000027756e-02	5	1	702080288
adjnoun.gml	1	5.00000000000000027756e-02	5	1	700741614
adjnoun.gml	2	5.00000000000000027756e-02	5	1	481686825
adjnoun.gml	2	5.00000000000000027756e-02	5	1	476616079
adjnoun.gml	3	5.00000000000000027756e-02	5	1	480449505
adjnoun.gml	3	5.00000000000000027756e-02	5	1	474135096
adjnoun.gml	4	5.00000000000000027756e-02	5	1	478502719
adjnoun.gml	4	5.00000000000000027756e-02	5	1	480473950
adjnoun.gml	5	5.00000000000000027756e-02	5	1	485707717
adjnoun.gml	5	5.00000000000000027756e-02	5	1	481850400
