karate.gml	4	5.00000000000000027756e-02	7	1	20451988
karate.gml	3	5.00000000000000027756e-02	7	1	21416629
karate.gml	2	5.00000000000000027756e-02	7	1	20647623
karate.gml	1	5.00000000000000027756e-02	7	1	25438024
karate.gml	8	5.00000000000000027756e-02	7	1	21187717
karate.gml	7	5.00000000000000027756e-02	7	1	21161339
karate.gml	6	5.00000000000000027756e-02	7	1	20753670
karate.gml	5	5.00000000000000027756e-02	7	1	20626456
karate.gml	4	5.00000000000000027756e-02	7	1	22043335
karate.gml	3	5.00000000000000027756e-02	7	1	22347335
karate.gml	2	5.00000000000000027756e-02	7	1	23442589
karate.gml	1	5.00000000000000027756e-02	7	1	27800248
karate.gml	8	5.00000000000000027756e-02	7	1	37508117
karate.gml	7	5.00000000000000027756e-02	7	1	35986607
karate.gml	6	5.00000000000000027756e-02	7	1	35655774
karate.gml	5	5.00000000000000027756e-02	7	1	34553247
karate.gml	4	5.00000000000000027756e-02	7	1	35764169
karate.gml	3	5.00000000000000027756e-02	7	1	34640035
karate.gml	2	5.00000000000000027756e-02	7	1	34353591
karate.gml	1	5.00000000000000027756e-02	7	1	39656383
karate.gml	8	5.00000000000000027756e-02	7	1	36268055
karate.gml	8	5.00000000000000027756e-02	7	1	35817647
karate.gml	8	5.00000000000000027756e-02	7	1	35535512
karate.gml	7	5.00000000000000027756e-02	7	1	35487962
karate.gml	7	5.00000000000000027756e-02	7	1	35475140
karate.gml	7	5.00000000000000027756e-02	7	1	35819889
karate.gml	6	5.00000000000000027756e-02	7	1	35280252
karate.gml	6	5.00000000000000027756e-02	7	1	34885821
karate.gml	6	5.00000000000000027756e-02	7	1	35517946
karate.gml	5	5.00000000000000027756e-02	7	1	35873001
karate.gml	5	5.00000000000000027756e-02	7	1	32735308
karate.gml	5	5.00000000000000027756e-02	7	1	30618355
karate.gml	4	5.00000000000000027756e-02	7	1	27722730
karate.gml	4	5.00000000000000027756e-02	7	1	28623422
karate.gml	4	5.00000000000000027756e-02	7	1	26597858
karate.gml	3	5.00000000000000027756e-02	7	1	30484055
karate.gml	3	5.00000000000000027756e-02	7	1	28681145
karate.gml	3	5.00000000000000027756e-02	7	1	27732083
karate.gml	2	5.00000000000000027756e-02	7	1	26468254
karate.gml	2	5.00000000000000027756e-02	7	1	32441957
karate.gml	2	5.00000000000000027756e-02	7	1	30377234
karate.gml	1	5.00000000000000027756e-02	7	1	36459301
karate.gml	1	5.00000000000000027756e-02	7	1	35750147
karate.gml	1	5.00000000000000027756e-02	7	1	34530470
karate.gml	1	5.00000000000000027756e-02	7	1	36242598
