karate.gml	1	5.00000000000000027756e-02	5	1	1909006
karate.gml	1	5.00000000000000027756e-02	5	1	1879857
karate.gml	2	5.00000000000000027756e-02	5	1	1245550
karate.gml	2	5.00000000000000027756e-02	5	1	1238288
karate.gml	3	5.00000000000000027756e-02	5	1	1238014
karate.gml	3	5.00000000000000027756e-02	5	1	1246802
karate.gml	4	5.00000000000000027756e-02	5	1	1260099
karate.gml	4	5.00000000000000027756e-02	5	1	1251873
karate.gml	1	5.00000000000000027756e-02	5	0	1925145
karate.gml	1	5.00000000000000027756e-02	5	0	1929215
karate.gml	3	5.00000000000000027756e-02	7	1	19216791
karate.gml	3	5.00000000000000027756e-02	7	1	19311227
karate.gml	4	5.00000000000000027756e-02	7	1	19389984
karate.gml	4	5.00000000000000027756e-02	7	1	19424474
