karate.gml	1	5.00000000000000027756e-02	7	1	22266715
karate.gml	1	5.00000000000000027756e-02	7	1	22131043
karate.gml	2	5.00000000000000027756e-02	7	1	13635614
karate.gml	2	5.00000000000000027756e-02	7	1	13419667
karate.gml	3	5.00000000000000027756e-02	7	1	11643740
karate.gml	3	5.00000000000000027756e-02	7	1	11344177
karate.gml	4	5.00000000000000027756e-02	7	1	11361032
karate.gml	4	5.00000000000000027756e-02	7	1	11091099
karate.gml	5	5.00000000000000027756e-02	7	1	11044402
karate.gml	5	5.00000000000000027756e-02	7	1	11151924
karate.gml	6	5.00000000000000027756e-02	7	1	11085801
karate.gml	6	5.00000000000000027756e-02	7	1	11084966
karate.gml	7	5.00000000000000027756e-02	7	1	11460593
karate.gml	7	5.00000000000000027756e-02	7	1	11284182
karate.gml	8	5.00000000000000027756e-02	7	1	11402949
karate.gml	8	5.00000000000000027756e-02	7	1	11370538
