karate.gml	2	5	5.00000000000000027756e-02	7	2	19589903
karate.gml	2	6	5.00000000000000027756e-02	7	2	19670826
karate.gml	2	7	5.00000000000000027756e-02	7	2	19651013
karate.gml	2	8	5.00000000000000027756e-02	7	2	19748037
karate.gml	2	9	5.00000000000000027756e-02	7	2	20060177
karate.gml	2	10	5.00000000000000027756e-02	7	2	20061391
karate.gml	2	11	5.00000000000000027756e-02	7	2	20237707
karate.gml	2	12	5.00000000000000027756e-02	7	2	20278423
karate.gml	2	13	5.00000000000000027756e-02	7	2	20227569
karate.gml	2	14	5.00000000000000027756e-02	7	2	20223020
karate.gml	2	15	5.00000000000000027756e-02	7	2	20278785
karate.gml	2	16	5.00000000000000027756e-02	7	2	20316947
karate.gml	2	17	5.00000000000000027756e-02	7	2	20298117
karate.gml	2	18	5.00000000000000027756e-02	7	2	20354785
karate.gml	2	19	5.00000000000000027756e-02	7	2	20386583
karate.gml	2	20	5.00000000000000027756e-02	7	2	20367315
karate.gml	2	21	5.00000000000000027756e-02	7	2	20316702
karate.gml	2	22	5.00000000000000027756e-02	7	2	20411055
karate.gml	2	23	5.00000000000000027756e-02	7	2	20436762
karate.gml	2	24	5.00000000000000027756e-02	7	2	20488087
karate.gml	2	25	5.00000000000000027756e-02	7	2	20775346
karate.gml	2	26	5.00000000000000027756e-02	7	2	20556099
karate.gml	2	27	5.00000000000000027756e-02	7	2	20751798
karate.gml	2	28	5.00000000000000027756e-02	7	2	20641660
karate.gml	2	29	5.00000000000000027756e-02	7	2	20913138
karate.gml	2	30	5.00000000000000027756e-02	7	2	21007461
karate.gml	2	31	5.00000000000000027756e-02	7	2	20554575
karate.gml	2	32	5.00000000000000027756e-02	7	2	20651794
karate.gml	2	33	5.00000000000000027756e-02	7	2	20759320
karate.gml	2	34	5.00000000000000027756e-02	7	2	20763151
karate.gml	2	35	5.00000000000000027756e-02	7	2	20796292
karate.gml	2	36	5.00000000000000027756e-02	7	2	20477728
karate.gml	2	37	5.00000000000000027756e-02	7	2	20780120
karate.gml	2	38	5.00000000000000027756e-02	7	2	20859973
karate.gml	2	39	5.00000000000000027756e-02	7	2	21305623
karate.gml	2	40	5.00000000000000027756e-02	7	2	20641180
karate.gml	2	41	5.00000000000000027756e-02	7	2	20508162
karate.gml	2	42	5.00000000000000027756e-02	7	2	20713919
