karate.gml	1	5.00000000000000027756e-02	5	1	2628165
karate.gml	1	5.00000000000000027756e-02	5	1	2529438
karate.gml	2	5.00000000000000027756e-02	5	1	1019713
karate.gml	2	5.00000000000000027756e-02	5	1	1042628
karate.gml	3	5.00000000000000027756e-02	5	1	822018
karate.gml	3	5.00000000000000027756e-02	5	1	831196
karate.gml	4	5.00000000000000027756e-02	5	1	784819
karate.gml	4	5.00000000000000027756e-02	5	1	766261
karate.gml	5	5.00000000000000027756e-02	5	1	768594
karate.gml	5	5.00000000000000027756e-02	5	1	786435
karate.gml	6	5.00000000000000027756e-02	5	1	796527
karate.gml	6	5.00000000000000027756e-02	5	1	767555
karate.gml	7	5.00000000000000027756e-02	5	1	762956
karate.gml	7	5.00000000000000027756e-02	5	1	774113
karate.gml	8	5.00000000000000027756e-02	5	1	776947
karate.gml	8	5.00000000000000027756e-02	5	1	792038
